year,month,postal_abbr,count_accidents,numEmp_accommodation_food,numEmp_administrative_support,numEmp_construction,numEmp_education,numEmp_entertainment,numEmp_farm,numEmp_federal_civilian,numEmp_finance,numEmp_forestry,numEmp_healthcare,numEmp_information,numEmp_management,numEmp_manufacturing,numEmp_military,numEmp_mining,numEmp_others,numEmp_professional,numEmp_real_estate,numEmp_retail_trade,numEmp_state_local,numEmp_transportation,numEmp_utilities,numEmp_wholesale_trade,gdp_agriculture,gdp_construction,gdp_education,gdp_entertainment,gdp_finance,gdp_government,gdp_information,gdp_manufacturing,gdp_mining,gdp_others,gdp_retail_trade,gdp_services,gdp_transportation,gdp_utilities,gdp_wholesale_trade,avg_age,pop_norm,pop_sex_F,pop_sex_M,pop_race_1,pop_race_2,pop_race_3,pop_race_4,pop_race_5,pop_race_6,weather_Cold,weather_Fog,weather_Hail,weather_Precipitation,weather_Rain,weather_Snow,weather_Storm
2016,11,MI,490,0.0716307140455106,0.06737827597802937,0.046648940701715054,0.019563367335500504,0.018917699809438405,0.01204510705077906,0.009363793296715614,0.04431305907409483,0.003054007398273736,0.12086304225983634,0.01318040578410492,0.011982513171169152,0.11254128460934873,0.003274072413406569,0.0037070283600493218,0.057909561708328665,0.0734423495123865,0.044228942943616185,0.10192686918506894,0.09674431117587715,0.029719538168366776,0.0038042371931397826,0.033760878825243805,0.005740724190209191,0.038801732729306336,0.09502585780060523,0.03532109913496469,0.17369934352865768,0.10488366495031214,0.026782615524660672,0.19127287214341707,0.0038195142492464143,0.022562866247261802,0.05907792148562661,0.13057376360200887,0.025355512802919318,0.019882293680070072,0.06720021793073377,39.487077546004855,9928300,0.5079977438232124,0.49200225617678756,0.7959976028121633,0.14163673539276614,0.007277378806039301,0.030860872455505978,0.00039765115880865807,0.02382975937471672,6.0,14.0,2.0,1.0,17.0,7.0,1.0
2016,7,TN,235,0.07825223134346301,0.07688197828703182,0.05355806428344548,0.019963326622113618,0.021683609227315465,0.018698360834148508,0.012586131186417942,0.045016887723529804,0.002792390463909372,0.10652414077616458,0.014452449257737412,0.012545129894371053,0.09101654098420818,0.005441023311259284,0.002431984044929317,0.06129971564844682,0.054076148510729304,0.03783837138818479,0.10466237840396143,0.09454644851617083,0.05139562576956515,0.0010961518262658833,0.03324091169663093,0.003937077329317815,0.03687253671032326,0.11653114991542474,0.054124273141729094,0.16695665746410598,0.11319119747610826,0.030010833167133075,0.1555257674191078,0.0019806486085973424,0.024230054249558732,0.06732740115519895,0.10961562439917484,0.04540601053894034,0.005764632325656426,0.06852613609962327,38.86675896087229,6651194,0.5124912910373687,0.4875087089626314,0.7869308878977218,0.17095802648366595,0.004490321587372132,0.018074799802862463,0.0009670444133790114,0.01857891981499863,31.0,15.0,0.0,5.0,21.0,0.0,1.0
2016,12,FL,1475,0.08711145483412747,0.08075131310435053,0.05719613051187298,0.01916728873184539,0.02948194891635589,0.006782209455584889,0.011787571180561207,0.05828278143573614,0.005209328287823633,0.11032894898026141,0.015066370085635118,0.011768125397375007,0.034155961348978824,0.007844531734404525,0.002350284173993672,0.06755113855488877,0.06909703548607005,0.06137380431991072,0.11009191601957326,0.08117081090286514,0.03818577867340696,0.0023186740682857093,0.03292659379609272,0.0065908599703789926,0.04849561074874026,0.09732970177731354,0.06280184565745307,0.2268094011915313,0.11389739278846894,0.04237875061798937,0.053206508549892916,0.0013233336324817869,0.02663416038145145,0.07306893920365265,0.12687721407470462,0.03337392193712253,0.017561040887929254,0.0696513185808893,41.46201233148586,20612439,0.5114527203694818,0.48854727963051825,0.7760592038622892,0.1684395524469472,0.004969766071836526,0.02851297704264886,0.0011210221167907398,0.020897478459487497,31.0,17.0,0.0,3.0,25.0,0.0,1.0
2016,6,SC,48,0.08668961698644648,0.07749084734086781,0.055588168301522016,0.01705755666130254,0.019973444788678664,0.010653935967496718,0.012390209756540193,0.04149761021616386,0.004392906017884953,0.08477778991753811,0.012551689144770346,0.008139153751710626,0.09190214200927024,0.019314194075261987,0.0018192356765745629,0.06053217828657777,0.054144853677822694,0.046030144053688195,0.10961672719057346,0.11892216212012066,0.03214069447247906,0.004877344182575411,0.02949739540413365,0.004985846357836662,0.04882655397439704,0.07369023796659498,0.04912713744342991,0.17042146297064492,0.15635958772308492,0.027238855235817566,0.1664193017661386,0.001562378561001121,0.02338932675857717,0.06647576651125597,0.10333048356482631,0.023228734655963028,0.02718828979242886,0.05775603671800308,39.312355136008634,4961119,0.5146389352885912,0.4853610647114089,0.6847106469326779,0.27465154534692676,0.005426799881236471,0.01611350181279667,0.0009469637797440457,0.01815054224661815,4.0,29.0,0.0,3.0,18.0,0.0,1.0
2016,10,WY,10,0.08840965071521652,0.031902900286488345,0.07351526975350954,0.010256835170022422,0.01892430028799486,0.0366082391135684,0.018901702609529693,0.043899756698328525,0.007813775042621733,0.07495901032211735,0.011944128495421459,0.004861011723173417,0.028975245498667992,0.015127890305847025,0.06694938873279752,0.04473838165470245,0.04295567590911716,0.05635107753263481,0.09911592860137947,0.15744053671997207,0.03542813812705419,0.0069349764356430674,0.02398618026419197,0.01803724523091315,0.056170334333224096,0.04949319262041401,0.04426127117765846,0.14505418175605467,0.1719027893311375,0.017614322244908817,0.04828043995193802,0.1658894406493408,0.016241923151252384,0.057786404286366465,0.04794434221471604,0.08939079484314037,0.02946456829646061,0.04246874991247455,38.137700874977156,585501,0.4894252956015447,0.5105747043984553,0.9280718564101513,0.013241651167120125,0.026920534721546163,0.010001690859622785,0.0011494429556909381,0.020614823885868685,10.0,8.0,0.0,4.0,27.0,7.0,5.0
2016,5,OH,350,0.07275377748540796,0.06072771233117807,0.048028379107483414,0.021485719561560677,0.020109465569125747,0.013152746881789303,0.01120189963444155,0.049350390804199736,0.0021398297138141855,0.12887219303332728,0.012630809046922471,0.0213356876797858,0.10323996733921342,0.005082762779398314,0.005057228507211629,0.05302285389491421,0.055992186801233725,0.03905026933608007,0.09974609989238098,0.09958798937081823,0.03768382512053042,0.0030319423646755703,0.036716263744507247,0.004364462811645925,0.0360237518677317,0.09854544184977154,0.037635386917101596,0.2021420249968345,0.11045033591416971,0.026948590981761996,0.16496742701667963,0.011930958243094161,0.020776690000542202,0.05922795006682566,0.11573412413982177,0.03123437858734404,0.017108076404082937,0.06291040020259268,39.35956869992035,11614373,0.5099439289576803,0.49005607104231974,0.8245232867930107,0.12803446212722805,0.0027865473237341353,0.021995505052231402,0.0005716193203025252,0.022088579383493193,11.0,14.0,0.0,5.0,21.0,1.0,1.0
2016,7,WY,14,0.08840965071521652,0.031902900286488345,0.07351526975350954,0.010256835170022422,0.01892430028799486,0.0366082391135684,0.018901702609529693,0.043899756698328525,0.007813775042621733,0.07495901032211735,0.011944128495421459,0.004861011723173417,0.028975245498667992,0.015127890305847025,0.06694938873279752,0.04473838165470245,0.04295567590911716,0.05635107753263481,0.09911592860137947,0.15744053671997207,0.03542813812705419,0.0069349764356430674,0.02398618026419197,0.01803724523091315,0.056170334333224096,0.04949319262041401,0.04426127117765846,0.14505418175605467,0.1719027893311375,0.017614322244908817,0.04828043995193802,0.1658894406493408,0.016241923151252384,0.057786404286366465,0.04794434221471604,0.08939079484314037,0.02946456829646061,0.04246874991247455,38.137700874977156,585501,0.4894252956015447,0.5105747043984553,0.9280718564101513,0.013241651167120125,0.026920534721546163,0.010001690859622785,0.0011494429556909381,0.020614823885868685,29.0,16.0,1.0,1.0,31.0,0.0,3.0
2017,8,CT,234,0.06212209144360036,0.052858617804005956,0.04927303750556986,0.03792116331387956,0.024272222403356046,0.004220273222262072,0.007860628389466705,0.08350341799528327,0.0010037712062425962,0.13345809831219502,0.016877615119602663,0.01570169432580179,0.0732396509188919,0.005857867909969243,0.001225044287220284,0.051557932031343394,0.07104517839870453,0.0520687294186691,0.09615206546900981,0.09710801734537511,0.029934465782009066,0.002560073033158358,0.030178344364383294,0.0012789375206369007,0.029252669039145907,0.10138863411233812,0.03321165205268371,0.3021532083501486,0.10059140771178046,0.0512712330777415,0.10472282349488204,0.0006992699123161023,0.018587518802509445,0.048973107825512716,0.11956634992845874,0.019265876655538028,0.015848039035844003,0.053189272480463734,40.170581308002234,3587685,0.512064186237086,0.48793581376291395,0.8060749480514594,0.11730461286316943,0.00532376727611259,0.04720007469998063,0.0010471933851494766,0.02304940372412851,9.0,7.0,0.0,2.0,12.0,0.0,0.0
2016,9,WV,26,0.07931985552266306,0.04811679520955393,0.048952651653456615,0.014585919638694312,0.016012717600732498,0.025928401705416777,0.026519343223552278,0.029615607147471367,0.003623168053207206,0.1404823026496874,0.01261199521404778,0.008103538346599558,0.05589677622302987,0.00996511647502261,0.03765510810522354,0.05257806663258829,0.04280056847225889,0.029434729610551564,0.11807146347902775,0.1394779267614495,0.028196673426168824,0.006131860847877498,0.025919414001718898,0.004338187189134676,0.04469461276286957,0.11489410937888357,0.04037213846773571,0.1443957820878722,0.16556247875188193,0.022552288225899986,0.10315657756027322,0.079841499752879,0.020709594293076894,0.07117369604406466,0.07659607291925571,0.029834500372824115,0.03163862629309975,0.05023983590024882,41.11560688590805,1831102,0.5052471134868511,0.4947528865131489,0.9359150937522869,0.036005094200104636,0.002459174857544801,0.008402044233472522,0.00032275646031733893,0.01689583649627383,5.0,17.0,1.0,3.0,11.0,0.0,0.0
2016,6,NE,40,0.06261356996062145,0.05030109866302124,0.05702260948106061,0.01809338254253295,0.018711294670851177,0.04145122384744131,0.01279459532858431,0.06361290932864229,0.008329608060625571,0.10957260314936844,0.01604740682876816,0.01721762560017576,0.07677520051629991,0.009656212000311245,0.0027714503236791555,0.05228604601843362,0.04787903569090967,0.036393498648984716,0.10387102877029383,0.11155221052342497,0.0479126012880035,0.0010809647973171934,0.03405382396064891,0.05894628047909254,0.02770293798816386,0.08159699792863237,0.027668714648359464,0.1986322642247173,0.12675726155101888,0.03223581934525618,0.10584166742956197,0.0012893643271306382,0.01988718276033481,0.05336958725796613,0.0918973676262606,0.07886084191127087,0.03131264475403259,0.0640010677682019,37.676113041891526,1907116,0.5015138040895257,0.4984861959104743,0.8887639766013185,0.049614181832673,0.01432424666354852,0.024792409061640718,0.0012715534870453606,0.02123363235377397,8.0,6.0,1.0,2.0,12.0,0.0,3.0
